true,pred,confidence
7,7,0.830934
3,4,0.380503
7,7,0.996791
2,2,0.992674
5,5,0.372775
3,5,0.867905
1,9,0.944466
1,1,0.969182
4,2,0.629223
9,9,0.999881
9,9,0.944148
5,5,0.782946
7,7,0.772712
5,2,0.41559
0,0,0.9974
2,2,0.818649
2,2,0.948158
2,9,0.517341
9,9,0.960462
7,2,0.840633
3,3,0.624229
9,9,0.921478
4,4,0.985791
3,4,0.967693
5,4,0.846652
4,4,0.919858
6,3,0.694352
5,5,0.914843
6,6,0.58691
1,1,0.940282
4,4,0.506049
3,3,0.495382
4,4,0.960452
4,7,0.734047
3,3,0.823702
7,2,0.589206
8,8,0.950592
3,5,0.432952
7,7,0.971146
8,8,0.999989
0,4,0.828333
5,4,0.485144
7,2,0.420125
6,4,0.586873
0,8,0.446528
5,5,0.797756
4,4,0.935703
8,9,0.859237
6,6,0.999977
8,8,0.999624
5,7,0.659402
5,7,0.577147
9,4,0.47984
9,9,0.99777
9,9,0.999456
5,5,0.496404
0,0,0.876964
1,1,0.999064
0,9,0.463786
8,8,0.920395
1,1,0.999918
1,1,0.993247
8,8,0.983063
0,0,0.988825
2,2,0.846772
2,2,0.999407
0,2,0.503633
4,4,0.718751
6,6,0.996923
5,4,0.63747
4,4,0.975927
9,9,0.992193
4,4,0.997707
7,7,0.916191
9,9,0.970615
9,3,0.446592
4,4,0.944581
5,5,0.961257
6,6,0.999998
6,6,0.999994
1,1,0.994006
5,5,0.995678
3,5,0.572708
8,8,0.999988
9,9,0.994458
5,5,0.854038
8,8,0.999671
5,5,0.877875
7,7,0.999989
0,0,0.72529
7,7,0.999702
0,0,0.971365
5,3,0.582959
0,7,0.666261
0,0,0.99186
4,4,0.913266
6,6,0.972715
9,9,0.964074
0,3,0.809816
9,9,0.991046
5,5,0.902428
6,6,0.999717
6,6,0.90033
6,6,0.979134
2,2,0.467167
9,9,0.735712
0,9,0.812074
1,1,0.999203
7,7,0.981059
6,6,0.989389
7,7,0.997069
5,5,0.993543
9,9,0.828042
1,1,0.968283
6,6,0.981802
2,2,0.733997
5,3,0.782234
5,2,0.578866
5,3,0.629247
8,8,0.66493
5,4,0.474673
9,9,0.999959
4,4,0.730525
6,2,0.58514
4,4,0.999665
3,3,0.65004
2,2,0.996605
0,0,0.999975
7,7,0.997787
6,6,0.998527
2,4,0.688088
2,2,0.617708
3,3,0.626009
9,9,0.996068
7,3,0.50549
9,6,0.945283
2,2,0.592021
6,6,0.888154
7,7,0.78795
1,1,0.709983
3,3,0.573986
6,6,0.893277
6,6,0.878317
8,8,0.999335
9,9,0.556807
7,7,0.926794
5,2,0.448459
4,4,0.972361
0,0,0.987426
8,8,0.999709
4,4,0.407893
0,0,0.999548
9,9,0.964745
3,2,0.328884
4,4,0.904113
8,8,0.981879
9,9,0.996759
6,6,0.971826
9,9,0.779405
2,2,0.984368
6,6,0.998745
1,1,0.990083
4,4,0.8148
7,7,0.999763
3,3,0.359631
5,2,0.677312
3,3,0.974313
8,8,0.733066
5,5,0.993652
0,0,0.89613
2,2,0.99731
1,1,1
6,6,0.999648
4,4,0.645716
3,5,0.899196
3,5,0.444689
9,9,0.999772
6,6,0.998145
9,0,0.974154
8,8,0.999303
8,8,0.997477
5,5,0.976581
8,8,0.956911
6,6,0.854527
6,6,0.912422
2,7,0.50328
1,1,0.999326
7,7,0.999998
7,7,0.618537
1,1,0.999709
2,2,0.946246
7,7,0.9966
9,9,0.719471
9,9,0.999493
4,4,0.925244
4,4,0.944107
1,1,0.786706
2,2,0.830243
5,3,0.554428
6,6,0.99639
8,8,0.869205
7,4,0.630666
6,6,0.647741
8,8,0.994198
3,7,0.616425
0,8,0.988669
5,5,0.550491
5,3,0.584047
3,3,0.640763
0,7,0.472686
7,7,0.995754
9,9,0.999586
1,1,0.993271
3,4,0.958158
4,4,0.546194
4,4,0.987919
5,7,0.455157
3,3,0.866552
9,9,0.934212
5,3,0.587126
6,4,0.919156
9,9,0.999855
2,4,0.935195
1,1,0.999977
1,1,0.996116
4,4,0.94404
1,1,0.999973
9,9,0.996718
4,4,0.555218
7,7,0.999097
6,6,0.843087
3,3,0.894532
8,0,0.972324
9,9,0.999999
0,0,0.999426
1,1,0.83117
3,2,0.973047
6,6,0.999928
3,7,0.746994
6,2,0.897516
3,3,0.982165
2,2,0.963011
0,9,0.590269
3,4,0.966562
1,9,0.771658
0,0,0.859141
5,5,0.856773
9,1,0.524773
6,6,1
4,2,0.387132
8,0,0.956442
9,9,0.900759
6,2,0.505786
9,9,0.981485
6,2,0.969248
3,3,0.712865
0,6,0.854266
3,3,0.56951
2,2,0.987889
2,0,0.863132
7,7,0.962467
8,8,0.997766
3,3,0.895526
8,8,0.732073
2,2,0.92741
7,7,0.999889
5,7,0.61129
7,7,0.953061
2,2,0.998868
4,4,0.873812
8,8,0.489334
7,7,0.970208
4,4,0.991131
2,2,0.999364
9,9,0.725682
8,0,0.615668
8,8,0.99979
6,6,0.950246
8,0,0.827791
8,8,0.990678
7,7,0.499063
4,4,0.944902
3,9,0.685934
3,3,0.893882
8,8,0.921625
4,4,0.986731
9,9,0.981893
4,7,0.945159
8,8,0.851401
8,8,0.997816
1,1,0.999164
8,8,0.9979
2,8,0.764929
1,1,0.999235
3,3,0.566043
6,6,0.960866
5,5,0.714413
4,5,0.935001
2,8,0.915069
7,7,0.999948
9,9,0.999466
9,8,0.681966
4,4,0.490642
1,8,0.382571
4,4,0.999936
1,1,0.99778
3,7,0.978799
2,5,0.652469
7,7,0.9989
0,0,0.889853
7,7,0.999999
9,2,0.453116
7,7,0.993412
6,4,0.674434
6,6,0.999715
2,2,0.893123
5,3,0.871851
9,9,0.999885
2,0,0.878896
9,9,0.937015
1,1,0.967717
2,4,0.459996
2,4,0.642134
6,6,0.998154
8,8,0.996091
2,2,0.989651
1,1,0.780036
3,3,0.870429
6,2,0.597513
6,6,0.967704
0,0,0.735246
1,1,0.688817
2,2,0.990098
7,7,0.854444
0,2,0.728258
5,2,0.802584
4,4,0.985725
6,7,0.727966
1,1,0.898225
6,6,0.999931
4,4,0.929582
0,0,0.939203
2,2,0.926075
2,7,0.933484
6,6,0.984104
0,0,0.996185
5,6,0.663605
9,9,0.998116
1,1,0.981915
7,7,0.548602
6,6,0.99867
7,7,0.999965
0,0,0.974509
3,3,0.986479
9,9,0.9732
6,6,0.936016
8,8,0.999872
3,3,0.405279
0,0,0.926241
3,6,0.641389
4,5,0.505902
7,4,0.601079
7,7,0.705446
1,4,0.515167
4,4,0.993661
7,7,0.953633
2,2,0.799022
7,7,0.999974
1,1,0.999727
4,2,0.97728
7,7,0.994925
4,4,0.685685
4,4,0.993001
8,0,0.795269
4,4,0.868181
7,7,0.969807
7,7,0.990174
5,0,0.475289
3,5,0.816859
7,7,0.596431
2,2,0.995832
0,9,0.921191
8,8,0.998579
9,9,0.942762
5,4,0.889677
8,8,0.617304
3,4,0.532355
6,6,0.984808
2,7,0.943016
0,0,0.997052
8,8,0.999315
7,7,0.999316
3,3,0.54531
7,7,0.830955
6,6,0.999992
5,4,0.990528
3,4,0.430273
1,1,0.984858
3,3,0.910937
2,2,0.988345
2,2,0.869903
5,2,0.685899
4,3,0.787793
1,1,0.925206
2,2,0.822695
9,9,0.974577
2,2,0.998792
7,7,0.999404
0,0,0.66469
7,7,0.999905
2,2,0.89029
1,2,0.955013
3,0,0.982285
2,2,0.774315
0,0,0.831145
2,6,0.580092
4,4,0.997617
7,2,0.814231
9,9,0.593492
8,8,0.99755
9,1,0.999021
0,0,0.951931
7,9,0.485682
7,7,0.999658
0,0,0.583996
7,7,0.999456
8,7,0.672335
4,4,0.982509
6,6,0.995418
3,2,0.672801
3,3,0.463021
0,0,0.969315
1,1,0.999994
3,3,0.533819
7,7,0.995039
0,0,0.999673
1,1,0.980477
3,5,0.53402
1,1,0.999999
4,4,0.910943
2,2,0.938984
3,3,0.989373
8,8,0.662787
4,4,0.996015
2,5,0.95535
3,3,0.660234
7,7,0.976204
8,8,0.99866
4,4,0.809027
3,0,0.950744
0,0,0.999662
9,9,0.964705
0,0,0.829355
0,9,0.792111
1,2,0.570617
0,0,0.646589
4,6,0.982854
4,4,0.9712
6,6,0.820056
7,7,0.896271
6,3,0.829581
1,1,0.999989
1,1,0.9306
3,3,0.995897
7,7,0.919022
3,3,0.408604
5,3,0.564478
2,2,0.556302
6,3,0.529697
6,6,0.999935
5,5,0.631332
8,8,0.909766
7,7,0.980576
1,1,0.999999
6,6,0.912865
8,8,0.975903
8,8,0.99999
5,7,0.561168
3,3,0.872982
0,6,0.655811
4,4,0.949035
0,0,0.520611
1,1,1
3,4,0.774093
8,8,0.985004
8,8,0.999972
0,0,0.570636
6,2,0.734908
9,9,0.999985
9,2,0.923568
9,9,0.991421
5,0,0.954506
5,5,0.877218
8,8,0.924775
6,1,0.33224
0,0,0.928289
0,0,0.771532
4,4,0.998438
2,2,0.995399
3,3,0.617813
2,5,0.511487
7,7,1
2,2,0.452322
2,2,0.931695
5,5,0.932097
9,9,0.652676
8,8,0.88047
9,9,0.999994
1,3,0.428883
7,7,0.986054
4,4,0.951889
0,0,0.99982
3,5,0.750396
0,0,0.99881
1,1,0.970126
3,4,0.905445
8,8,0.999906
3,3,0.928795
9,9,0.999899
6,6,0.667966
1,9,0.847413
4,4,0.880072
7,7,0.999422
0,2,0.976846
3,6,0.526349
7,7,0.999994
8,8,0.999933
9,9,0.999863
1,1,0.451218
1,1,0.999731
6,6,0.977009
6,6,0.867175
6,6,0.737068
6,6,0.964141
9,9,0.929138
1,1,0.999836
9,9,0.994266
9,9,0.998869
4,4,0.983304
2,7,0.85669
1,1,0.996394
7,2,0.883734
0,0,0.999962
6,6,0.9972
8,8,0.938689
1,1,0.990526
9,9,0.984884
2,6,0.355708
9,9,0.683277
0,7,0.510535
4,4,0.998638
7,7,0.999939
8,8,0.979583
3,3,0.808116
1,1,0.999984
2,2,0.851166
0,8,0.892932
1,1,0.996964
5,7,0.373448
8,8,0.999757
4,7,0.524601
6,6,0.998918
3,5,0.407339
8,9,0.539048
1,1,0.969756
3,3,0.876395
8,8,0.999993
5,5,0.855946
0,0,0.881346
8,8,0.993249
4,4,0.999894
8,8,0.91146
1,1,0.998175
1,1,0.986588
8,0,0.983719
9,9,0.781292
6,6,0.926633
0,0,0.999946
8,8,0.997721
6,1,0.581547
1,1,0.999051
3,3,0.685316
4,4,0.990229
1,1,0.999059
6,6,0.999661
0,0,0.934655
5,3,0.742156
1,1,0.998591
1,1,0.9726
0,8,0.705271
0,0,0.997508
3,3,0.564905
5,5,0.750363
0,0,0.886904
0,0,0.630219
6,6,0.999358
6,6,0.999956
3,3,0.979517
3,3,0.869554
6,6,0.70845
3,3,0.807187
6,3,0.878337
6,6,0.917716
0,2,0.936698
7,7,0.99995
2,2,0.977083
2,4,0.885685
7,2,0.549301
5,5,0.991007
5,3,0.362951
2,0,0.594819
8,8,0.9978
5,5,0.876946
2,2,0.988825
1,1,0.972772
1,1,0.936773
4,4,0.985128
3,7,0.849399
2,7,0.870747
0,0,0.999835
3,5,0.626641
1,9,0.637544
5,5,0.577052
3,5,0.903845
7,7,0.656929
6,2,0.503253
8,8,0.996601
9,9,0.999981
1,1,0.540712
6,6,0.84645
4,4,0.983619
9,9,0.973115
3,2,0.551044
9,9,0.988172
0,0,0.815816
9,9,0.999365
6,6,0.996231
3,3,0.697921
6,6,0.999954
0,8,0.519857
7,7,0.999363
3,7,0.47186
8,4,0.633711
0,0,0.886383
0,0,0.999913
0,0,0.988824
6,6,0.97883
6,6,0.98994
6,6,0.962571
9,9,0.834568
2,2,0.833127
5,5,0.897254
4,4,0.999969
4,4,0.998264
6,6,0.407891
3,3,0.616694
6,6,0.999995
0,8,0.692643
8,8,0.998807
6,6,0.415582
0,4,0.679575
6,7,0.422931
2,2,0.955435
7,7,0.999965
5,5,0.984524
1,1,0.999995
2,2,0.908188
7,5,0.882679
8,8,0.986586
8,8,0.999992
0,3,0.489129
9,9,0.999791
4,6,0.387062
9,9,0.995227
7,7,0.813797
2,2,0.938204
0,1,0.78498
2,2,0.999996
8,8,0.996981
3,5,0.493221
8,8,0.85726
9,9,0.998816
1,1,0.992168
5,5,0.950912
5,5,0.912682
4,4,0.996302
7,7,0.999928
5,2,0.766673
3,3,0.759859
8,8,0.991933
3,3,0.64139
3,3,0.43946
6,6,0.997576
2,0,0.625633
8,8,0.997543
4,4,0.982023
3,2,0.566449
7,7,0.575912
1,9,0.998991
2,2,0.470717
4,4,0.903777
1,1,0.992677
6,6,0.706692
9,9,0.993068
0,9,0.766726
5,5,0.471209
8,8,0.999996
6,6,0.997324
1,1,0.835874
8,8,0.99976
6,6,0.995392
1,1,0.918651
4,4,0.818997
2,4,0.531215
6,6,0.513873
2,2,0.999975
7,7,0.985976
2,7,0.705236
2,2,0.992058
0,0,0.976397
8,8,0.935614
6,6,0.973634
9,9,0.996874
1,1,0.802564
7,7,0.998427
1,1,0.968992
8,8,0.971971
8,8,0.992902
0,0,0.993493
7,7,0.999379
3,7,0.826554
8,8,0.381792
0,8,0.573999
3,3,0.479428
4,4,0.964684
3,5,0.45103
7,7,0.50078
7,7,0.700547
9,9,0.998776
2,2,0.960059
3,3,0.997393
1,1,0.999532
9,9,0.988207
1,1,0.999632
9,9,0.550881
6,2,0.577188
3,5,0.527226
3,3,0.862791
3,6,0.79442
1,1,0.999944
0,0,0.944299
6,6,0.701137
1,9,0.880673
4,4,0.443369
1,1,0.999716
0,0,0.974153
0,2,0.887014
1,1,0.999713
1,1,0.748048
6,6,0.611035
5,2,0.772879
4,4,0.998133
6,6,0.974906
2,2,0.99752
0,0,0.987768
7,7,0.963274
9,9,0.9794
8,8,0.997658
7,2,0.688454
2,7,0.792175
0,8,0.604794
6,6,0.999784
8,0,0.952765
1,1,0.998017
4,4,0.923575
3,2,0.692295
7,7,0.977638
0,0,0.999071
6,6,0.880506
1,7,0.360238
8,8,0.998763
5,5,0.998803
7,7,0.999655
8,8,0.980916
4,7,0.294555
8,8,0.997279
3,3,0.897368
9,6,0.384248
9,9,0.995703
9,9,0.791871
8,0,0.94917
7,4,0.915799
6,6,0.977923
6,1,0.470448
3,5,0.759322
5,8,0.345456
1,1,0.999217
5,0,0.980182
9,9,0.999999
1,1,0.999997
4,4,0.697287
1,1,0.999985
5,5,0.991601
7,7,0.973184
0,0,0.973382
1,1,0.999296
5,5,0.664134
2,6,0.766619
0,0,0.781234
8,9,0.438031
8,8,0.989201
5,7,0.361667
6,2,0.305562
7,7,0.906759
3,2,0.493507
2,4,0.504527
4,4,0.550534
7,7,0.919562
2,7,0.657913
5,5,0.806429
8,8,0.999617
2,2,0.972865
4,4,0.994155
9,9,0.779797
2,2,0.618926
1,1,0.930325
8,8,1
1,1,0.996137
9,8,0.728441
8,8,0.999637
8,8,0.883588
8,8,0.997545
9,1,0.998932
0,0,0.65886
4,7,0.563196
3,2,0.577064
3,7,0.988862
1,1,0.999997
8,8,0.999745
4,4,0.998632
6,6,0.918528
3,3,0.926563
3,5,0.655706
5,1,0.894773
2,2,0.88111
2,2,0.997248
8,5,0.694026
3,3,0.445452
8,8,0.947646
9,9,0.977352
5,5,0.986503
8,0,0.441496
9,7,0.964137
8,8,0.993695
9,9,0.997662
1,1,0.999876
6,6,0.981632
5,5,0.969201
9,9,0.999452
4,4,0.66344
4,7,0.631882
8,2,0.728767
0,0,0.996215
7,7,0.996852
2,0,0.995058
9,9,0.999376
7,7,0.998764
4,4,0.948441
1,1,0.999999
6,6,0.616644
4,2,0.510779
4,2,0.745123
9,9,0.999566
1,7,0.598199
2,2,0.908619
5,4,0.756539
6,6,0.996397
0,8,0.660902
8,8,0.997588
6,6,0.982238
1,1,0.999993
9,9,0.998816
4,0,0.362989
5,5,0.978302
9,9,0.999977
5,5,0.652179
0,0,0.994523
7,7,0.909461
2,2,0.972317
0,0,0.368944
0,0,0.964516
4,4,0.995264
2,4,0.870738
6,6,0.503219
6,6,0.999991
5,4,0.601022
5,5,0.93404
2,7,0.773953
8,8,0.999891
1,9,0.767856
7,9,0.531769
3,2,0.618585
1,1,0.909109
4,4,0.905272
5,3,0.600947
6,6,0.990938
5,7,0.813154
1,1,0.999548
4,4,0.899313
7,4,0.61001
0,8,0.477059
9,9,0.514874
4,4,0.932048
3,2,0.82754
8,8,0.999985
2,2,0.414973
8,8,0.999998
4,4,0.720557
7,7,0.999997
2,2,0.99527
3,7,0.681657
1,1,0.962236
5,3,0.396775
2,2,0.617007
9,9,0.999757
8,8,0.998992
9,9,0.999743
7,7,0.974035
9,9,0.998922
5,5,0.994379
1,1,0.999365
4,4,0.773261
0,0,0.651208
8,8,0.985844
2,2,0.884996
3,7,0.951687
8,8,0.971457
9,9,0.999889
1,1,0.999524
1,9,0.888324
3,5,0.734177
2,2,0.929961
4,4,0.97721
9,9,0.973911
3,3,0.495873
1,1,0.985441
7,7,0.996936
4,4,0.857018
6,6,0.721198
2,0,0.963014
8,4,0.775836
9,9,0.923692
5,5,0.96287
3,3,0.755212
9,9,0.99995
5,3,0.852952
5,4,0.913403
6,6,0.999966
7,5,0.611144
2,2,0.99786
4,3,0.879367
6,5,0.755577
3,4,0.733325
1,9,0.658951
0,0,0.999359
7,7,0.329315
2,0,0.786587
5,3,0.696973
4,4,0.999657
7,7,0.999997
6,2,0.526848
1,1,0.999579
1,9,0.500635
9,9,0.998164
8,8,0.914558
1,1,0.997531
0,2,0.685392
1,1,0.999991
3,3,0.660069
1,1,0.991711
1,1,0.998288
1,1,0.998057
7,2,0.792515
3,5,0.578622
9,9,0.89472
6,6,0.752573
8,8,0.999977
4,4,0.87683
6,6,0.999985
8,8,0.753079
4,7,0.624642
9,9,0.9899
4,4,0.475726
7,7,0.99977
9,7,0.610943
7,7,0.993119
6,6,0.452548
8,2,0.775317
4,4,0.781559
9,9,0.999935
7,7,0.576736
0,0,0.987293
1,1,0.809527
6,6,0.557398
1,1,0.999911
5,6,0.57139
9,1,0.702821
0,8,0.716801
4,4,0.988767
3,3,0.75537
4,4,0.440937
1,1,0.80138
3,4,0.99819
0,0,0.885801
8,8,0.999997
4,4,0.69865
6,6,0.999997
2,2,0.991934
2,6,0.977156
6,6,0.999961
5,2,0.424682
3,5,0.895829
6,6,0.847162
2,4,0.546955
1,1,0.99933
1,1,0.528139
8,8,0.998121
6,6,0.895444
0,9,0.773726
4,4,0.950208
0,0,0.863342
1,1,0.934762
9,9,0.998655
7,7,0.973319
1,1,0.900583
3,3,0.926887
7,7,0.992656
7,2,0.490986
8,1,0.629515
7,4,0.625485
7,7,1
3,7,0.886354
9,9,0.999889
7,7,0.997129
7,7,0.941783
7,7,0.967255
2,9,0.584765
1,9,0.982534
2,2,0.927363
8,8,0.920616
6,6,0.999951
4,4,0.784179
0,4,0.692781
7,7,0.990358
9,9,0.999809
8,8,0.994462
6,6,0.808911
8,8,0.999774
4,6,0.687465
9,8,0.817386
1,1,0.987363
7,2,0.981677
2,0,0.945774
2,2,0.802359
8,8,0.999988
5,3,0.933171
8,8,0.995021
1,1,0.999299
2,3,0.459232
2,2,0.921714
4,2,0.386932
1,1,0.555601
2,2,0.989899
5,4,0.943807
2,9,0.484296
8,8,0.865038
1,0,0.756116
8,8,0.968974
1,1,0.999906
8,8,0.959606
6,4,0.767023
0,0,0.716894
2,5,0.516496
4,4,0.999703
1,1,0.999999
3,3,0.973802
6,6,0.999754
7,7,0.952586
7,7,0.680367
4,4,0.991198
4,4,0.983156
3,3,0.772824
3,3,0.395411
4,4,0.990125
5,5,0.75579
2,2,0.998237
4,6,0.942542
3,9,0.446873
7,4,0.946809
8,8,0.977585
4,4,0.956509
4,4,0.97841
4,4,0.907988
5,4,0.916221
4,4,0.983682
3,8,0.957737
2,2,0.94381
8,8,0.999929
4,4,0.966947
5,5,0.960183
5,5,0.88363
4,4,0.823412
1,1,0.820888
4,4,0.999977
2,2,0.969898
5,4,0.691966
1,1,0.492648
6,6,0.941159
4,4,0.977804
3,5,0.507334
4,2,0.654676
4,4,0.995708
0,2,0.465059
