true,pred,confidence
6,3,0.802111
2,6,0.757826
7,7,0.951687
5,5,0.996878
1,1,0.999908
2,2,0.995862
7,8,0.383417
8,8,0.999633
8,8,0.999999
0,0,0.906936
9,9,0.999861
4,6,0.872858
9,9,0.999982
7,1,0.740322
2,2,0.999623
0,9,0.522136
2,2,0.991587
8,8,0.968845
3,3,0.952965
8,8,0.997321
9,9,0.721764
1,1,0.999996
5,5,0.851629
5,5,0.596254
4,7,0.889045
7,7,0.681437
5,2,0.966061
3,3,0.659185
8,8,0.999099
3,3,0.82274
3,3,0.537864
6,6,0.980078
2,0,0.905238
8,8,0.999802
4,5,0.756425
3,7,0.416933
7,9,0.912041
1,9,0.991356
2,3,0.722727
4,4,0.9915
1,8,0.996579
6,6,0.964965
9,9,0.900731
0,4,0.586511
5,9,0.756179
8,8,0.999978
6,6,0.996943
1,1,0.997313
8,8,1
6,6,0.99909
1,1,0.993549
4,7,0.699116
2,2,0.790107
6,6,0.703226
2,2,0.993704
7,7,0.846845
2,7,0.364683
2,2,0.668912
0,0,0.99952
8,0,0.684594
6,6,0.99452
9,1,0.717278
1,1,0.985599
7,0,0.880725
1,1,0.873891
8,8,0.529675
8,8,1
0,0,0.962256
7,7,0.999926
3,2,0.417362
8,8,0.448109
0,0,0.941168
3,3,0.614622
4,4,0.506098
3,3,0.958865
7,7,0.997314
7,7,0.999997
9,9,0.999996
2,2,0.624632
3,3,0.995769
1,1,0.81367
9,9,0.908363
1,1,0.998368
9,9,0.995432
6,6,0.997117
3,3,0.994288
3,3,0.951822
3,6,0.554442
1,1,0.999996
0,0,0.98715
6,3,0.497277
1,1,0.998087
4,4,0.925603
1,1,0.999951
0,0,0.997338
0,0,0.998435
1,1,0.999864
1,1,0.989554
6,6,0.881238
5,2,0.445672
4,4,0.98539
6,6,0.999976
2,2,0.999569
0,0,0.99994
7,7,0.999506
9,9,0.999995
8,8,0.999985
7,7,0.99986
2,5,0.476121
0,0,0.943824
6,6,0.998648
8,0,0.781806
1,1,0.999994
4,0,0.477905
3,9,0.890888
7,7,0.999799
0,0,0.999967
6,6,0.847257
1,1,0.803937
8,8,0.874594
5,5,0.999631
7,7,0.999996
8,8,0.999842
4,4,0.968728
8,8,0.911545
3,3,0.733572
9,3,0.531888
9,9,0.978497
9,1,0.961532
8,8,0.981396
7,4,0.622147
6,6,0.971113
6,6,0.990389
3,5,0.515182
5,3,0.347974
1,1,0.999626
5,3,0.94425
9,9,0.999957
1,1,1
4,4,0.809019
1,1,0.999681
5,5,0.990642
7,3,0.810862
0,0,0.625134
1,1,0.999744
5,3,0.458722
2,2,0.952575
0,0,0.995671
8,1,0.876366
8,8,0.997593
5,3,0.344258
6,6,0.948559
7,7,0.999748
3,2,0.48028
2,4,0.439924
4,4,0.962533
7,4,0.53788
2,7,0.915189
5,3,0.407323
8,1,0.750366
2,2,0.999134
4,4,0.561594
9,9,0.452236
2,2,0.998572
1,1,0.999713
8,8,1
1,1,0.996123
9,8,0.507602
8,8,0.969254
8,8,0.956635
8,8,0.999825
9,1,0.982372
0,8,0.862763
4,4,0.997592
3,3,0.525218
3,3,0.579558
1,1,0.999153
8,8,0.999382
4,7,0.640091
6,6,0.953151
3,3,0.988284
3,3,0.670816
5,3,0.656026
2,2,0.977386
2,2,0.863836
8,8,0.708917
3,7,0.854343
8,8,0.999827
9,9,0.99628
5,5,0.997217
8,8,0.999398
9,1,0.836259
8,8,0.998327
9,9,0.995396
1,1,0.999995
6,6,0.997022
5,5,0.852102
9,9,0.4905
4,3,0.599661
4,7,0.673052
8,8,0.979816
0,0,0.998181
7,7,0.999004
2,2,0.647867
9,9,0.999949
7,7,0.676528
4,4,0.931397
1,1,1
6,6,0.918069
4,4,0.994206
4,8,0.983881
9,9,0.496326
1,3,0.611642
2,0,0.743984
5,3,0.442213
6,6,0.970191
0,8,0.997806
8,8,0.995721
6,6,0.999454
1,1,0.999992
9,9,0.9783
4,4,0.614583
5,5,0.93168
9,9,0.999947
5,3,0.949258
0,0,0.90897
7,7,0.993748
2,2,0.99578
0,0,0.845611
0,8,0.71582
4,4,0.999931
2,4,0.829587
6,6,0.827254
6,6,1
5,7,0.427109
5,5,0.869186
2,7,0.999444
8,8,0.999987
1,1,0.992728
7,4,0.85797
3,3,0.813254
1,1,0.992159
4,4,0.684795
5,3,0.579168
6,6,0.999884
5,3,0.915908
1,1,0.99975
4,7,0.484203
7,7,0.997395
0,0,0.811865
9,9,0.997232
4,2,0.447058
3,9,0.711358
8,8,0.999999
2,2,0.906927
8,8,0.984954
4,4,0.596172
7,7,1
2,2,0.981115
3,7,0.807193
1,1,0.951597
5,7,0.400859
2,3,0.909309
9,9,0.743018
8,8,0.999999
9,9,0.999988
7,7,0.999519
9,1,0.511048
5,5,0.927876
1,1,1
4,4,0.782612
0,0,0.996861
8,8,0.999466
2,2,0.992065
3,3,0.924189
8,8,0.976513
9,9,0.999999
1,1,0.999896
1,9,0.754276
3,3,0.829022
2,2,0.953193
4,4,0.993062
9,9,0.997204
3,5,0.666115
1,1,0.999998
7,7,0.999301
4,3,0.47679
6,6,0.994931
2,2,0.869644
8,8,0.962181
9,9,0.99406
5,5,0.996675
3,3,0.983898
9,9,0.999995
5,5,0.453604
5,6,0.896264
6,6,0.999962
7,5,0.62753
2,2,0.999979
4,3,0.630364
6,5,0.665635
3,3,0.968653
1,1,0.942637
0,0,0.988892
7,7,0.470144
2,0,0.930645
5,5,0.497835
4,4,0.979664
7,7,0.998624
6,4,0.52872
1,1,0.997544
1,0,0.761831
9,9,0.999486
8,8,0.997805
1,1,0.998834
0,0,0.889609
1,1,0.999923
3,3,0.998222
1,1,1
1,1,0.999328
1,1,0.999998
7,7,0.998707
3,3,0.719995
9,7,0.804081
6,6,0.975376
8,8,0.996363
4,7,0.663038
6,6,0.998572
8,1,0.61661
4,4,0.963302
9,9,0.9998
4,3,0.721369
7,7,0.99102
9,9,0.885292
7,7,0.996232
6,3,0.384881
8,8,0.944261
4,4,0.976077
9,9,0.999396
7,7,0.964974
0,4,0.284589
1,1,0.947198
6,6,0.460271
1,1,0.999985
5,8,0.95795
9,1,0.985702
0,8,0.699168
4,4,0.868539
3,3,0.98293
4,4,0.952947
1,1,0.984612
3,4,0.995609
0,0,0.996254
8,8,0.950456
4,4,0.491107
6,6,0.999992
2,3,0.700076
2,2,0.583458
6,6,0.60144
5,7,0.715459
3,3,0.859658
6,6,0.992046
2,2,0.836916
1,1,0.999994
1,1,0.902157
8,8,0.998237
6,6,0.980236
0,9,0.63095
4,4,0.647889
0,0,0.992216
1,1,0.998294
9,9,0.976595
7,7,0.999981
1,9,0.615727
3,3,0.410393
7,7,0.999485
7,2,0.713015
8,8,0.863266
7,7,0.858292
7,7,1
3,7,0.978487
9,9,0.999989
7,7,0.995292
7,7,0.997992
7,7,0.99863
2,7,0.374266
1,8,0.957903
2,2,0.99277
8,8,0.995669
6,6,0.999379
4,4,0.454073
0,8,0.741056
7,7,0.99996
9,1,0.516417
8,8,0.736798
6,6,0.971507
8,8,1
4,3,0.53233
9,9,0.54733
1,1,0.99172
7,7,0.840503
2,0,0.925698
2,3,0.872078
8,8,1
5,3,0.98829
8,8,0.998809
1,1,0.918764
2,3,0.868634
2,2,0.994967
4,4,0.991581
1,8,0.75055
2,2,0.996558
5,4,0.671215
2,9,0.967182
8,8,0.996333
1,1,0.999904
8,8,0.968659
1,1,0.999921
8,8,0.999443
6,3,0.871383
0,0,0.997159
2,2,0.48466
4,4,0.995157
1,1,1
3,5,0.546908
6,6,0.999989
7,7,0.840352
7,7,0.621968
4,4,0.670401
4,4,0.402431
3,3,0.915848
3,8,0.800595
4,4,0.990061
5,4,0.94021
2,2,0.999498
4,3,0.649061
3,1,0.586297
7,7,0.826633
8,8,0.998283
4,4,0.948213
4,4,0.983875
4,4,0.999222
5,3,0.904082
4,4,0.797191
3,8,0.71237
2,2,0.999487
8,8,0.999999
4,4,0.998132
5,7,0.424393
5,3,0.591553
4,7,0.499886
1,1,0.588976
4,4,0.999472
2,2,0.788362
5,5,0.845769
1,9,0.917534
6,6,0.980064
4,2,0.774428
3,3,0.794935
4,4,0.835432
4,6,0.494955
0,2,0.494219
8,8,0.86698
8,8,0.999896
4,4,0.542406
5,5,0.88766
7,7,0.998682
5,5,0.575668
6,6,1
9,9,0.999999
1,1,0.999927
