true,pred,confidence
1,1,0.87291
4,4,0.923761
3,4,0.840346
4,4,0.999997
4,4,0.9682
3,3,0.985855
7,2,0.601838
8,8,0.727099
3,5,0.884921
7,7,0.998144
8,8,0.999998
0,0,0.836363
5,5,0.541009
7,7,0.969858
6,6,0.928685
0,4,0.594106
5,5,0.942482
4,4,0.526509
8,8,0.981994
6,6,0.999954
8,8,0.993682
5,5,0.633342
5,5,0.822563
9,9,0.751825
9,9,0.99829
9,9,0.999984
5,6,0.455471
0,0,0.926888
1,1,0.999991
0,0,0.580771
8,8,0.879032
1,1,1
1,1,0.999886
8,8,0.999964
0,0,0.998844
2,5,0.991297
2,2,0.999721
0,0,0.984623
4,4,0.612953
6,6,0.99677
5,2,0.460156
4,4,0.802799
9,9,0.993306
4,4,0.999957
7,7,0.997863
9,9,0.853048
9,6,0.311904
4,4,0.974971
5,5,0.989977
6,6,1
6,6,1
1,1,0.999968
5,5,0.867524
3,6,0.818944
8,8,1
9,9,0.999914
5,7,0.592434
8,8,0.798746
5,3,0.54696
7,7,0.999985
0,0,0.980579
7,7,0.876454
0,0,0.99994
5,3,0.758021
0,8,0.850663
0,0,0.998012
4,4,0.809377
6,6,0.98608
9,9,0.996885
0,0,0.916238
9,9,0.999959
5,5,0.992607
6,6,0.999771
6,6,0.999794
6,6,0.999867
2,6,0.75112
9,8,0.88066
0,0,0.999833
1,9,0.985232
7,7,0.943222
6,2,0.879569
7,7,0.998524
5,5,0.999972
9,9,0.999281
1,1,0.998663
6,6,0.999965
2,2,0.813999
5,5,0.793621
5,5,0.825195
5,3,0.843278
8,8,0.964629
5,5,0.845506
9,9,0.99973
4,4,0.712847
6,6,0.740708
4,4,0.999973
3,3,0.996754
2,2,0.997153
0,0,0.99992
7,7,0.994029
6,6,0.99314
2,3,0.712841
2,2,0.929814
3,3,0.98046
9,9,0.999758
7,3,0.84402
9,6,0.969998
2,2,0.950721
6,6,0.743266
7,7,0.999993
1,1,0.98667
3,3,0.987086
6,6,0.824888
6,3,0.548881
8,8,0.99991
9,8,0.861178
7,7,0.961502
5,2,0.70938
4,4,0.996325
0,0,0.996663
8,8,1
4,4,0.714485
0,0,0.999587
9,9,0.85802
3,3,0.557557
4,4,0.970188
8,8,1
9,9,0.999998
6,6,0.995105
9,9,0.990187
2,2,0.875806
6,6,0.998764
1,1,0.99897
4,4,0.640637
7,7,0.998776
3,3,0.643987
5,6,0.746804
3,3,0.929348
8,8,0.995166
5,5,0.977133
0,0,0.927088
2,2,0.611896
1,1,1
6,6,0.99991
4,4,0.674955
3,3,0.712107
3,3,0.806403
9,9,1
6,6,0.999486
9,0,0.990965
8,8,1
8,8,0.984216
5,5,0.875413
8,9,0.988999
6,6,0.999983
6,6,0.999911
2,7,0.99962
1,1,1
7,7,0.999957
7,1,0.834449
1,1,0.99884
2,2,0.987853
7,7,0.998802
9,9,0.999909
9,9,0.984835
4,4,0.903646
4,4,0.999959
1,1,0.796066
2,8,0.984614
5,5,0.358888
6,6,0.995116
8,8,0.337921
7,7,0.702604
6,6,0.995704
8,8,0.76625
3,3,0.455076
0,8,0.626943
5,5,0.941396
5,5,0.909264
3,6,0.745866
0,0,0.973916
7,7,0.997629
9,9,0.999841
1,0,0.439135
3,3,0.858474
4,4,0.943624
4,4,0.949321
5,2,0.992972
3,3,0.998527
9,6,0.750912
5,3,0.531009
6,6,0.963182
9,9,0.993483
2,4,0.927543
1,1,0.9996
1,6,0.897068
4,4,0.799928
1,1,0.996297
9,9,0.991827
4,4,0.607583
7,7,0.998512
6,6,0.882133
3,3,0.999852
8,8,0.495207
9,9,0.999983
0,0,0.99998
1,1,0.999992
3,3,0.509856
6,6,0.999905
3,3,0.964831
6,8,0.516778
3,3,0.988893
2,2,0.824147
0,6,0.402245
3,4,0.740489
1,9,0.968621
0,6,0.917126
5,3,0.904007
9,6,0.748367
6,6,0.999927
4,0,0.674655
8,8,0.697554
9,9,0.731946
6,5,0.478199
9,9,0.905804
6,2,0.746092
3,6,0.604269
0,0,0.33574
3,3,0.572796
2,2,0.997719
2,0,0.813355
7,7,0.999908
8,8,0.999086
3,3,0.992409
8,0,0.766577
2,2,0.85201
7,7,0.99988
5,5,0.869672
7,4,0.871983
2,2,0.998877
4,4,0.622291
8,8,0.999543
7,7,0.976859
4,4,0.634936
2,0,0.991827
9,3,0.858135
8,8,0.783277
8,8,0.99999
6,6,0.99995
8,1,0.685774
8,8,0.999948
7,7,0.742071
4,4,0.937603
3,3,0.849096
3,3,0.917116
8,8,0.998542
4,4,0.790297
9,9,0.974116
4,7,0.907898
8,8,0.999999
8,8,0.999999
1,1,0.997841
8,8,0.999688
2,8,0.549138
1,1,1
3,3,0.647178
6,6,0.997076
5,5,0.942116
4,5,0.883978
2,1,0.781315
7,7,0.999901
9,9,0.93075
9,9,0.588698
4,2,0.882328
1,0,0.775215
4,4,0.999839
1,1,0.743859
3,5,0.871103
2,5,0.695699
7,7,0.999999
0,0,0.939824
7,7,0.999556
9,6,0.432828
7,7,0.920927
6,4,0.638837
6,6,0.999101
2,4,0.562937
5,3,0.597288
9,9,0.997844
2,0,0.979944
9,9,0.99748
1,1,0.999108
2,2,0.985369
2,5,0.372046
6,6,0.879701
8,8,0.987216
2,2,0.998124
1,1,0.999989
3,3,0.965674
6,2,0.579489
6,6,0.999968
0,0,0.997324
1,1,0.970427
2,2,0.999987
7,7,0.951487
0,3,0.935929
5,2,0.583256
4,4,0.933987
6,5,0.466695
1,1,0.78023
6,6,1
4,6,0.8719
0,0,0.900688
2,2,0.896938
2,7,0.654406
6,6,0.995329
0,0,0.998995
5,6,0.956476
9,9,0.987619
1,1,0.997966
7,7,0.845774
6,6,0.999771
7,6,0.730516
0,0,0.997715
3,3,0.984932
9,9,0.90817
6,6,0.996191
8,8,0.999998
3,0,0.990261
0,0,0.998823
3,5,0.39188
4,7,0.67348
7,4,0.989219
7,7,0.998574
1,6,0.991557
4,4,0.963245
7,7,0.960919
2,2,0.49018
7,7,0.99991
1,1,0.999998
4,2,0.99386
7,7,0.99779
4,7,0.96769
4,4,0.539646
8,8,0.882247
4,6,0.872789
7,7,0.935051
7,5,0.915037
5,5,0.472803
3,6,0.831815
7,7,0.980161
2,2,0.996037
0,0,0.647628
8,8,0.999957
9,9,0.999589
5,5,0.958848
8,8,0.660234
3,3,0.991177
6,6,0.944243
2,2,0.967122
0,0,0.999337
8,8,0.915966
7,7,0.996944
3,6,0.379193
7,2,0.436811
6,6,0.999999
5,4,0.831844
3,2,0.764967
1,8,0.718313
3,6,0.951231
2,2,0.975446
2,2,0.923951
5,5,0.776768
4,9,0.33009
1,0,0.462512
2,2,0.952511
9,9,0.674103
2,2,0.999995
7,7,1
0,0,0.938196
7,7,1
2,2,0.913834
1,2,0.998976
3,3,0.768306
2,7,0.78917
0,0,0.999585
2,2,0.689644
4,4,0.773873
7,2,0.594342
9,9,0.95006
8,8,0.995123
9,1,0.994174
0,0,0.94261
7,7,0.639318
7,7,0.982754
0,0,0.901499
7,7,0.536789
8,8,0.929982
4,4,0.941073
6,6,0.999928
3,2,0.662025
3,5,0.538204
0,0,0.999977
1,1,0.999255
3,5,0.944982
7,7,0.964765
0,0,0.999465
1,1,0.999999
3,3,0.528985
1,1,1
4,2,0.398065
2,2,0.998648
3,3,0.999277
8,8,0.999997
4,4,0.999693
2,5,0.593153
3,3,0.998928
7,7,0.970646
8,8,0.999681
4,4,0.800772
3,4,0.991399
0,0,0.830778
9,9,0.999804
0,0,0.997829
0,9,0.86078
1,1,0.922647
0,0,0.638525
4,6,0.944231
4,5,0.667794
6,6,0.999379
7,7,0.511197
6,3,0.908864
1,1,0.999959
1,9,0.98512
3,3,0.999728
7,7,0.681067
3,3,0.633523
5,3,0.918941
2,5,0.901977
6,6,0.964598
6,6,0.999954
5,5,0.975137
8,8,0.987781
7,7,0.702519
1,1,0.999508
6,6,0.904489
8,8,0.980702
8,8,1
5,7,0.506943
3,3,0.964773
0,2,0.673681
4,4,0.995748
0,9,0.953313
1,1,0.999989
3,4,0.7138
8,8,0.999043
8,8,0.999905
0,0,0.963197
6,6,0.999947
9,9,1
9,6,0.901591
9,9,0.523944
5,0,0.417869
5,3,0.932658
8,6,0.943283
6,1,0.510674
0,0,0.997524
0,8,0.53338
4,4,0.990815
2,2,0.876574
3,3,0.987774
2,6,0.635288
7,7,0.999999
2,2,0.907966
2,2,0.935315
5,5,0.829023
9,8,0.559629
8,8,1
9,9,0.999946
1,9,0.85714
7,7,0.999949
4,4,0.656645
0,0,0.999185
3,5,0.73462
0,0,0.989865
1,1,0.999493
3,4,0.894745
8,8,0.999998
3,3,0.620655
9,9,1
6,2,0.566677
1,9,0.584461
4,4,0.985608
7,7,0.999987
0,2,0.973111
3,6,0.989866
7,7,1
8,8,1
9,9,0.999754
1,1,0.982348
1,1,1
6,6,0.999313
6,6,0.893736
6,3,0.845647
6,6,0.985842
9,9,0.969924
1,1,0.99987
9,9,0.999165
9,9,0.999998
4,4,0.984025
2,6,0.953428
1,1,0.999982
7,0,0.775051
0,0,0.999265
6,6,0.993084
8,8,0.991879
1,1,0.994367
9,9,0.997945
2,2,0.448204
9,1,0.93791
0,2,0.435561
4,4,0.962056
7,7,0.99958
8,8,0.979026
3,5,0.536722
1,1,0.999988
2,2,0.839129
0,0,0.983272
1,1,0.999343
5,3,0.664278
8,8,1
4,3,0.787669
6,6,0.642934
3,3,0.51986
8,8,0.881814
1,1,0.993204
3,3,0.948912
8,8,0.999994
5,5,0.96082
0,8,0.514689
8,8,0.658028
4,4,0.998937
8,8,0.961573
1,1,0.87649
1,1,1
8,0,0.632931
9,8,0.743743
6,8,0.52893
0,0,0.999994
8,8,0.994259
6,6,0.999993
1,1,0.983312
3,3,0.516863
4,4,0.982635
1,1,0.999034
6,6,0.999963
0,0,0.995797
5,5,0.952844
1,1,0.999489
1,1,0.99922
0,0,0.948542
0,0,0.952728
3,3,0.986532
5,5,0.996804
0,0,0.976416
0,0,0.975533
6,6,0.997649
6,6,1
3,3,0.998138
3,3,0.998605
6,0,0.384491
3,3,0.402214
6,6,0.911895
6,6,0.975645
0,0,0.830868
7,7,0.972299
2,2,0.995392
2,4,0.492592
7,5,0.945953
5,7,0.60915
5,5,0.778948
2,0,0.587282
8,8,0.999893
5,5,0.985256
2,2,0.999253
1,8,0.998661
1,1,0.929433
4,4,0.999384
3,0,0.499603
2,6,0.791926
0,0,0.999181
3,3,0.701692
1,1,0.910694
5,5,0.676655
3,3,0.817536
7,7,0.505388
6,3,0.9529
8,8,0.999946
9,9,0.995995
1,1,0.993157
6,6,0.959603
4,4,0.99917
9,3,0.440513
3,2,0.95988
9,1,0.964605
0,0,0.998951
9,9,0.999968
6,6,0.955461
3,3,0.640099
6,6,0.999951
0,8,0.999804
7,7,0.999995
3,3,0.793861
8,8,0.960525
0,0,0.571175
0,0,0.999998
0,0,0.999998
6,6,0.997101
6,6,0.999989
6,6,0.999166
9,3,0.487251
2,2,0.944229
5,5,0.415914
4,4,0.822329
4,4,0.989534
6,6,0.997531
3,3,0.788307
6,6,1
0,8,0.818896
8,8,0.940872
6,6,0.907026
0,0,0.796844
6,3,0.68274
2,6,0.790475
7,7,0.584219
5,5,0.999292
1,1,0.999999
2,2,0.930902
7,8,0.402472
8,8,0.968952
8,8,0.783092
0,8,0.830696
9,9,0.999986
4,5,0.332209
9,9,0.999863
7,7,0.598055
2,2,0.999665
0,0,0.937228
2,2,0.999933
8,8,0.829575
3,5,0.546322
8,0,0.511243
9,9,0.999018
1,1,0.99999
5,5,0.971594
5,5,0.816871
4,4,0.717846
7,7,0.999998
5,5,0.838156
3,3,0.632621
8,8,0.999872
3,3,0.895803
3,3,0.841543
6,6,0.993969
2,0,0.946464
8,8,0.999894
4,5,0.806503
3,1,0.374112
7,7,0.816689
1,9,0.999881
2,2,0.808198
4,4,0.735209
1,1,0.999978
6,6,0.974489
9,9,0.999999
0,8,0.724038
5,9,0.89375
8,8,0.999999
6,6,0.998783
1,1,1
8,8,0.999998
6,6,0.968167
1,1,0.846016
4,4,0.852896
2,4,0.701696
6,6,0.683746
2,2,0.999242
7,5,0.568846
2,6,0.510646
2,2,0.786711
0,0,0.999522
8,8,0.742545
6,6,0.99837
9,9,0.631173
1,1,0.777464
7,1,0.88899
1,1,0.997929
8,4,0.690964
8,8,1
0,0,0.707814
7,7,0.999988
3,7,0.993474
8,8,0.840608
0,0,0.762732
3,3,0.601672
4,6,0.724868
3,2,0.427256
7,7,0.98707
7,7,0.999879
9,9,0.999586
2,6,0.586307
3,3,0.995874
1,1,0.99997
9,2,0.957179
1,1,0.987805
9,9,0.932869
6,6,0.664542
3,3,0.989108
3,3,0.423862
3,6,0.814842
1,1,0.999987
0,0,0.958253
6,6,0.896986
1,1,0.904652
4,2,0.426045
1,1,0.999999
0,0,0.999645
0,2,0.621289
1,1,0.999983
1,1,0.612359
6,6,0.999409
5,2,0.579934
4,4,0.999881
6,6,0.999982
2,2,0.940447
0,0,1
7,7,0.592979
9,9,0.582941
8,9,0.647552
7,7,0.904658
2,2,0.991274
0,8,0.606052
6,6,0.998019
8,0,0.979952
1,1,0.999897
4,4,0.640845
3,0,0.463477
7,7,0.999968
0,0,0.953299
6,6,0.968875
1,1,0.996642
8,8,0.999672
5,5,0.912699
7,7,0.998182
8,8,0.999956
4,4,0.943417
8,8,0.987285
3,3,0.832084
9,3,0.546444
9,1,0.80535
9,7,0.947975
8,8,0.570761
7,6,0.841574
6,6,0.99886
6,2,0.637367
3,3,0.548444
5,3,0.354095
1,1,0.999092
5,3,0.621371
9,9,1
1,1,0.999985
4,4,0.743337
1,1,0.999992
5,5,0.975577
7,2,0.467135
0,0,0.726719
1,1,0.991185
5,3,0.561601
2,6,0.998453
0,8,0.518916
8,1,0.926314
8,6,0.442111
5,2,0.460051
6,3,0.567923
7,7,0.82313
3,2,0.900012
2,4,0.420923
4,4,0.807951
7,7,0.982553
2,7,0.984254
5,5,0.997501
8,8,0.999996
2,2,0.997923
4,4,0.943536
9,9,0.79409
2,2,0.993679
1,6,0.985972
8,8,1
1,1,0.999941
9,9,0.808216
8,8,0.941528
8,8,0.930524
8,8,1
9,1,0.999822
0,8,0.829009
4,4,0.989893
3,2,0.774924
3,3,0.86799
1,1,0.999625
8,8,1
4,4,0.998762
6,6,0.944723
3,3,0.830963
3,5,0.399947
5,5,0.895899
2,2,0.99986
2,2,0.50447
8,9,0.88727
3,3,0.714978
8,8,0.995091
9,9,0.999952
5,5,0.999324
8,1,0.988472
9,1,0.686946
8,8,0.968842
9,9,0.998397
1,1,0.999942
6,6,0.991823
5,5,0.965363
9,9,0.999506
4,6,0.843534
4,4,0.992383
8,8,0.827334
0,0,0.997772
7,2,0.944086
2,0,0.960354
9,9,0.999569
7,0,0.470316
4,4,0.566562
1,1,1
6,6,0.586048
4,4,0.984515
4,8,0.631008
9,9,0.817741
1,8,0.343928
2,0,0.65897
5,5,0.492928
6,0,0.721443
0,0,0.870935
8,8,0.999681
6,6,0.994026
1,1,1
9,9,0.999995
4,2,0.605837
5,5,0.991885
9,9,0.998788
5,5,0.905743
0,0,0.999749
7,7,0.956388
2,6,0.999532
0,0,0.96628
0,8,0.599788
4,4,0.999689
2,4,0.73996
6,6,0.998552
6,6,1
5,5,0.490313
5,5,0.993637
2,2,0.542292
8,8,0.999997
1,9,0.695293
7,4,0.648137
3,3,0.708658
1,1,0.999968
4,4,0.999332
5,5,0.71506
6,6,0.999961
5,3,0.382904
1,1,0.971331
4,4,0.950724
7,7,0.368516
0,2,0.883651
9,9,0.777619
4,4,0.52494
3,6,0.362738
8,8,0.999999
2,2,0.470392
8,8,0.999996
4,3,0.857476
7,7,0.999998
2,2,0.977633
3,3,0.506158
1,1,0.999752
5,3,0.574594
2,3,0.417007
9,9,0.64445
8,8,0.998545
9,9,1
7,7,0.992636
9,9,0.951316
5,5,0.988921
1,1,0.999645
4,4,0.758522
0,0,0.998042
8,8,0.999838
2,2,0.998747
3,3,0.904307
8,8,0.651974
9,9,0.992903
1,1,0.999711
1,9,0.901416
3,2,0.465671
2,2,0.556922
4,4,0.999502
9,9,0.739153
3,5,0.842482
1,1,0.990448
7,0,0.41998
4,4,0.585717
6,6,0.999693
2,0,0.996918
8,8,0.933247
9,1,0.605855
5,5,0.92534
3,3,0.993303
9,9,0.999856
5,5,0.95146
5,5,0.981095
6,6,1
7,3,0.338006
2,2,0.999992
4,3,0.974785
6,5,0.641977
3,6,0.58209
1,1,0.998819
0,0,0.972555
7,4,0.499133
2,0,0.986773
5,3,0.691685
4,4,0.87445
7,7,0.999997
6,6,0.82341
1,1,0.998668
1,1,0.871483
9,9,1
8,1,0.966368
1,1,0.998885
0,0,0.988452
1,1,1
3,4,0.869713
1,1,0.996791
1,1,0.999953
1,1,0.999976
7,7,0.999399
3,3,0.990637
9,8,0.515149
6,6,0.999642
8,8,0.999861
4,4,0.671714
6,6,0.999006
8,8,0.614348
4,4,0.882285
9,9,0.919759
4,3,0.667215
7,7,0.968252
9,1,0.800712
7,7,0.832704
6,6,0.99568
8,8,0.656409
4,4,0.94087
9,9,0.99979
7,7,0.908365
0,0,0.996303
1,1,0.989964
6,6,0.753107
1,1,0.999998
5,5,0.996177
9,1,0.99931
0,8,0.81736
4,4,0.986654
3,3,0.657966
4,3,0.542681
1,1,0.626142
3,5,0.474527
0,9,0.641349
8,8,0.995075
4,4,0.963829
6,6,0.999998
2,2,0.397912
2,6,1
6,6,0.99996
5,7,0.881259
3,5,0.472118
6,6,0.999715
2,4,0.690997
1,1,0.999874
1,1,0.934674
8,8,0.999358
6,6,1
0,0,0.998509
4,4,0.592957
0,0,0.810618
1,1,0.557262
9,9,0.951595
7,7,0.999862
1,1,0.999986
3,3,0.982071
7,7,0.997476
7,2,0.686416
8,8,0.771921
7,4,0.674212
7,7,0.999997
3,7,0.999667
9,9,1
7,7,0.996782
7,7,0.522002
7,7,0.99636
2,8,0.955059
1,9,0.85965
2,2,0.999874
8,8,0.999924
6,6,0.999992
4,2,0.48443
0,2,0.97575
7,7,0.987707
9,1,0.768426
8,8,0.99465
6,6,0.853425
8,8,1
4,6,0.981321
9,8,0.946261
1,9,0.925513
7,5,0.688191
2,0,0.97487
2,2,0.784527
8,8,0.99999
5,3,0.999731
8,8,0.999936
1,1,1
2,3,0.389314
2,2,0.959615
4,4,0.969129
1,1,0.807081
2,2,0.959555
5,7,0.998497
2,0,0.589623
8,8,0.999987
1,1,0.995302
8,8,0.987251
1,1,0.5843
8,8,0.997851
6,6,0.431929
0,0,0.996393
2,5,0.598949
4,4,0.999998
1,1,1
3,3,0.933645
6,6,1
7,7,0.967293
7,7,0.769735
4,4,0.998798
4,6,0.521686
3,3,0.981359
3,8,0.381384
4,4,0.965527
5,5,0.788681
2,2,0.999994
4,6,0.851526
3,6,0.853555
7,3,0.837585
8,8,0.998493
4,4,0.79584
4,4,0.998486
4,4,0.985562
5,7,0.812091
4,4,0.996758
3,0,0.591633
2,2,0.994908
8,8,1
4,4,0.974563
5,5,0.541125
5,5,0.862884
4,4,0.831213
1,1,0.893677
4,4,0.873051
2,2,0.999946
5,3,0.590345
1,9,0.972276
6,6,0.998372
4,2,0.557012
3,3,0.6249
4,4,0.670741
4,4,0.373453
0,0,0.969034
8,8,0.819019
8,8,0.981953
4,6,0.851719
5,6,0.77111
7,7,0.862862
5,5,0.969189
6,6,1
9,9,1
1,1,0.981345
6,6,0.996236
7,7,1
2,6,0.309459
0,1,0.660155
1,1,0.986708
4,4,0.744521
5,5,0.91386
6,3,0.568465
0,0,0.77969
0,4,0.604261
2,2,0.781462
