true,pred,true_confidence,pred_confidence
7,0,0.0468821,0.277252
8,9,0.0511049,0.274291
9,9,0.523402,0.523402
0,8,0.382354,0.507826
3,3,0.233974,0.233974
8,8,0.870422,0.870422
6,6,0.4641,0.4641
4,7,0.165055,0.336845
6,6,0.881451,0.881451
6,6,0.940287,0.940287
0,0,0.491528,0.491528
0,3,0.0419728,0.393567
7,7,0.383826,0.383826
4,3,0.138882,0.340701
5,3,0.298416,0.350823
6,3,0.202364,0.323823
3,3,0.400753,0.400753
1,1,0.776601,0.776601
1,8,0.375262,0.438407
3,3,0.323242,0.323242
6,6,0.787393,0.787393
8,3,0.00684865,0.43823
7,5,0.0336081,0.73928
4,5,0.0982149,0.582585
0,0,0.652327,0.652327
6,6,0.429561,0.429561
2,2,0.25098,0.25098
1,1,0.551857,0.551857
3,7,0.198524,0.306677
0,0,0.609683,0.609683
4,7,0.0360419,0.50661
2,5,0.091872,0.251
7,5,0.325487,0.382629
8,8,0.518848,0.518848
3,7,0.115769,0.555204
1,1,0.458188,0.458188
2,2,0.438958,0.438958
8,8,0.397079,0.397079
0,8,0.242702,0.247039
8,8,0.385307,0.385307
3,3,0.530878,0.530878
5,3,0.0689574,0.25923
2,4,0.185432,0.194018
4,4,0.620498,0.620498
1,9,0.148063,0.579625
8,8,0.440618,0.440618
9,9,0.763171,0.763171
1,3,0.0254574,0.282683
2,3,0.119193,0.360856
9,9,0.641282,0.641282
7,7,0.173813,0.173813
2,2,0.35129,0.35129
9,8,0.00670947,0.718629
6,3,0.160677,0.326717
5,5,0.686844,0.686844
6,6,0.407135,0.407135
3,5,0.220831,0.488537
8,8,0.45991,0.45991
7,3,0.249678,0.253319
6,3,0.147279,0.387825
2,6,0.0606618,0.275897
5,5,0.671892,0.671892
2,3,0.0334836,0.53093
8,1,0.053499,0.778248
9,1,0.195516,0.210602
6,3,0.196991,0.211624
0,3,0.159346,0.232591
0,0,0.453724,0.453724
5,5,0.363807,0.363807
2,3,0.178515,0.396605
9,9,0.52018,0.52018
5,3,0.359143,0.452919
4,7,0.268861,0.283529
2,2,0.404335,0.404335
1,1,0.520285,0.520285
6,6,0.331258,0.331258
6,4,0.204354,0.435194
8,8,0.551158,0.551158
4,7,0.212472,0.581805
8,8,0.590544,0.590544
4,4,0.260536,0.260536
5,7,0.140219,0.663561
0,7,0.173092,0.348388
9,9,0.48531,0.48531
9,6,0.0301439,0.807445
9,0,0.050307,0.295099
8,0,0.168844,0.570456
9,9,0.40345,0.40345
9,9,0.818346,0.818346
3,4,0.157305,0.263616
7,7,0.47543,0.47543
5,3,0.36289,0.437891
0,9,0.104245,0.58187
0,0,0.295879,0.295879
5,5,0.356847,0.356847
2,6,0.109904,0.562605
2,3,0.101231,0.29323
3,5,0.229328,0.235957
8,8,0.697055,0.697055
6,6,0.420478,0.420478
3,3,0.446216,0.446216
4,3,0.0661112,0.36368
0,0,0.586393,0.586393
5,4,0.139764,0.342037
8,3,0.317085,0.344736
0,9,0.0573401,0.364623
1,1,0.301565,0.301565
7,7,0.260489,0.260489
2,5,0.133426,0.22032
8,3,0.090498,0.42708
8,3,0.0236825,0.381281
7,3,0.318843,0.339386
8,8,0.45288,0.45288
5,3,0.221956,0.522135
1,0,0.133625,0.531548
8,8,0.678189,0.678189
7,7,0.386464,0.386464
1,9,0.292372,0.294292
3,3,0.428568,0.428568
0,8,0.122056,0.697831
5,5,0.312013,0.312013
7,7,0.561678,0.561678
9,8,0.0560113,0.372553
7,3,0.0642887,0.328269
4,9,0.0162778,0.558176
5,5,0.451857,0.451857
9,7,0.182874,0.329264
8,0,0.163195,0.247371
0,3,0.039587,0.354884
7,4,0.203268,0.221518
9,9,0.804183,0.804183
8,0,0.271603,0.425598
2,7,0.0710513,0.468719
7,7,0.259039,0.259039
6,3,0.151535,0.433562
9,9,0.743071,0.743071
4,5,0.0628369,0.384806
3,3,0.361791,0.361791
9,9,0.569759,0.569759
6,3,0.122752,0.286973
4,4,0.28986,0.28986
7,3,0.0573187,0.34444
6,3,0.0988,0.237536
5,5,0.5527,0.5527
1,1,0.819308,0.819308
5,5,0.489279,0.489279
8,8,0.339227,0.339227
8,8,0.762998,0.762998
0,0,0.895585,0.895585
4,4,0.404565,0.404565
0,9,0.0921342,0.54657
5,3,0.210574,0.428514
5,3,0.206783,0.4842
1,1,0.950653,0.950653
1,9,0.190521,0.223728
8,1,0.239961,0.375429
9,9,0.672148,0.672148
0,0,0.508464,0.508464
3,3,0.393357,0.393357
1,4,0.0594695,0.250431
9,8,0.0288714,0.507389
2,2,0.348509,0.348509
2,1,0.0880435,0.220414
5,7,0.168605,0.292026
3,3,0.461958,0.461958
9,6,0.0611622,0.534106
9,9,0.543999,0.543999
4,2,0.225548,0.341751
0,0,0.212275,0.212275
3,6,0.141301,0.731362
0,0,0.666588,0.666588
0,8,0.0776634,0.786252
9,1,0.298893,0.405456
8,3,0.15476,0.418859
1,9,0.212216,0.237236
5,3,0.0726509,0.254264
7,3,0.0557009,0.318463
0,0,0.547018,0.547018
8,8,0.77409,0.77409
2,3,0.0804172,0.386789
4,6,0.219242,0.339368
7,7,0.350986,0.350986
0,3,0.0852961,0.379161
2,5,0.12308,0.351622
3,3,0.324331,0.324331
6,6,0.75019,0.75019
3,3,0.467657,0.467657
8,8,0.641258,0.641258
5,5,0.415309,0.415309
0,9,0.0504518,0.638333
3,2,0.0989659,0.285478
4,7,0.164111,0.383713
3,5,0.305191,0.558204
9,9,0.356224,0.356224
0,1,0.144332,0.405809
6,3,0.196618,0.407221
1,1,0.645395,0.645395
0,0,0.281582,0.281582
9,9,0.592715,0.592715
1,1,0.863485,0.863485
0,8,0.266751,0.639415
7,7,0.589619,0.589619
9,9,0.423155,0.423155
1,1,0.878261,0.878261
2,3,0.169991,0.274802
6,6,0.563156,0.563156
9,1,0.296812,0.542352
3,5,0.159544,0.542021
4,4,0.367337,0.367337
6,6,0.983283,0.983283
0,0,0.859938,0.859938
0,0,0.636705,0.636705
6,6,0.681976,0.681976
6,6,0.404169,0.404169
6,6,0.369753,0.369753
3,3,0.257276,0.257276
2,3,0.214515,0.281733
6,6,0.238347,0.238347
1,8,0.0308797,0.520669
8,9,0.134069,0.3339
2,2,0.498305,0.498305
1,1,0.562208,0.562208
6,2,0.114064,0.404484
8,0,0.425116,0.469874
6,6,0.989894,0.989894
8,0,0.390251,0.530431
0,0,0.382282,0.382282
4,3,0.0578278,0.464972
0,5,0.0106028,0.368955
7,5,0.301551,0.353178
7,7,0.401912,0.401912
5,7,0.284581,0.368013
5,3,0.346219,0.436143
3,5,0.420345,0.48138
5,5,0.655693,0.655693
2,6,0.0978795,0.291974
3,4,0.163331,0.322333
4,5,0.02105,0.548896
1,9,0.113782,0.299711
7,4,0.182321,0.183581
5,5,0.439301,0.439301
4,0,0.104008,0.191077
6,6,0.540392,0.540392
1,1,0.629005,0.629005
9,9,0.657352,0.657352
3,5,0.224093,0.26961
6,6,0.614598,0.614598
6,6,0.900662,0.900662
9,1,0.418489,0.439918
3,6,0.166223,0.622118
8,8,0.568582,0.568582
0,0,0.713111,0.713111
7,7,0.299015,0.299015
2,6,0.102379,0.350398
6,6,0.566335,0.566335
2,2,0.300775,0.300775
5,5,0.312108,0.312108
8,8,0.461398,0.461398
5,5,0.453431,0.453431
4,7,0.212046,0.325671
6,6,0.440067,0.440067
8,8,0.769144,0.769144
9,9,0.568511,0.568511
9,1,0.408121,0.559206
1,1,0.344362,0.344362
0,8,0.246385,0.646946
2,2,0.386028,0.386028
2,3,0.057609,0.375991
7,3,0.0919636,0.415634
3,3,0.257373,0.257373
2,3,0.210657,0.227652
8,1,0.321843,0.55365
0,0,0.363565,0.363565
9,9,0.419245,0.419245
5,5,0.612574,0.612574
8,8,0.651816,0.651816
1,0,0.307165,0.389565
9,9,0.812276,0.812276
4,7,0.0706324,0.524541
1,1,0.524223,0.524223
3,2,0.166594,0.169772
8,0,0.196868,0.582096
1,6,0.0836088,0.288087
4,4,0.340717,0.340717
7,7,0.689923,0.689923
9,9,0.803551,0.803551
4,5,0.129297,0.210133
2,2,0.536859,0.536859
7,5,0.268777,0.308066
0,0,0.299029,0.299029
7,3,0.154199,0.355539
0,8,0.0770171,0.29685
6,6,0.715622,0.715622
6,6,0.845933,0.845933
9,9,0.269538,0.269538
0,0,0.871156,0.871156
9,0,0.0668259,0.431424
2,5,0.125928,0.449688
8,0,0.0969969,0.892617
7,7,0.877143,0.877143
2,4,0.348391,0.387057
2,3,0.172803,0.567238
5,5,0.537292,0.537292
1,1,0.788438,0.788438
2,0,0.107922,0.440258
6,6,0.917666,0.917666
2,5,0.126621,0.384849
9,7,0.0851118,0.264798
6,6,0.40953,0.40953
2,5,0.118376,0.380268
3,3,0.338821,0.338821
0,8,0.416946,0.452617
3,8,0.124833,0.297989
9,9,0.762242,0.762242
8,1,0.102924,0.410621
7,7,0.693925,0.693925
8,0,0.435015,0.469834
8,8,0.286923,0.286923
4,5,0.154292,0.246399
0,0,0.831897,0.831897
1,8,0.224762,0.367446
8,8,0.72846,0.72846
2,3,0.217588,0.394167
7,5,0.135374,0.26809
9,0,0.0177272,0.472676
3,5,0.271855,0.412234
6,6,0.941924,0.941924
1,1,0.63734,0.63734
9,9,0.483474,0.483474
0,5,0.0244317,0.223523
7,7,0.645151,0.645151
3,5,0.338602,0.39641
7,7,0.312729,0.312729
4,6,0.127978,0.174629
5,5,0.247684,0.247684
0,0,0.632086,0.632086
0,3,0.0486797,0.327551
2,4,0.244205,0.283255
9,9,0.356217,0.356217
3,3,0.457347,0.457347
4,3,0.138613,0.305776
0,6,0.00343682,0.698084
6,3,0.236846,0.411931
2,3,0.219846,0.402728
5,3,0.2995,0.427887
3,3,0.540952,0.540952
7,3,0.234038,0.307369
3,3,0.280438,0.280438
7,7,0.715542,0.715542
2,5,0.14915,0.31097
5,6,0.144402,0.269886
3,5,0.222715,0.395094
1,9,0.0337093,0.281743
1,6,0.223985,0.345654
4,4,0.19328,0.19328
9,9,0.713849,0.713849
9,8,0.0271962,0.392509
5,5,0.357462,0.357462
7,3,0.0678253,0.292679
5,5,0.216452,0.216452
0,0,0.855078,0.855078
2,2,0.261519,0.261519
2,2,0.456176,0.456176
2,9,0.0719971,0.448325
9,8,0.178606,0.53044
7,5,0.222082,0.481771
3,3,0.450662,0.450662
9,9,0.404328,0.404328
4,6,0.0977212,0.379022
3,4,0.0907007,0.364545
5,5,0.350336,0.350336
4,6,0.112537,0.549709
6,8,0.048808,0.283172
5,2,0.328461,0.351348
6,5,0.221432,0.226467
1,9,0.235474,0.421147
4,5,0.066332,0.506172
3,3,0.326891,0.326891
4,4,0.54732,0.54732
4,7,0.189907,0.553629
3,3,0.284017,0.284017
7,3,0.197222,0.408342
8,3,0.184795,0.415348
3,5,0.346395,0.372024
7,3,0.247441,0.261034
8,8,0.792668,0.792668
0,0,0.45164,0.45164
5,5,0.491989,0.491989
7,7,0.254824,0.254824
6,4,0.246624,0.319512
0,8,0.276752,0.406308
5,5,0.399934,0.399934
4,6,0.115662,0.281917
8,9,0.265571,0.32495
6,6,0.837399,0.837399
8,8,0.519242,0.519242
5,5,0.407377,0.407377
5,3,0.283629,0.295756
9,9,0.234896,0.234896
9,9,0.680119,0.680119
9,9,0.416068,0.416068
5,3,0.335886,0.439015
0,0,0.641699,0.641699
1,1,0.477871,0.477871
0,9,0.24809,0.36935
8,0,0.188106,0.63827
1,1,0.82775,0.82775
1,8,0.0247045,0.6134
8,8,0.50278,0.50278
0,6,0.0541512,0.370419
2,5,0.234335,0.388706
2,4,0.213851,0.222212
0,0,0.86858,0.86858
4,4,0.346934,0.346934
6,6,0.460883,0.460883
5,3,0.352745,0.446271
4,3,0.138314,0.253056
9,9,0.460004,0.460004
4,5,0.124073,0.332091
7,3,0.122655,0.377456
9,9,0.477701,0.477701
9,3,0.00370923,0.348427
4,4,0.209687,0.209687
5,5,0.392919,0.392919
6,6,0.822218,0.822218
6,6,0.843904,0.843904
1,9,0.040916,0.468607
5,5,0.626841,0.626841
3,3,0.383503,0.383503
8,8,0.722979,0.722979
9,9,0.316347,0.316347
5,3,0.170771,0.585966
8,8,0.413892,0.413892
5,5,0.578517,0.578517
7,7,0.638812,0.638812
0,0,0.340629,0.340629
7,7,0.631758,0.631758
0,0,0.670534,0.670534
5,6,0.0957192,0.370532
0,3,0.0826364,0.23801
0,0,0.853598,0.853598
4,8,0.0805345,0.434386
6,6,0.586067,0.586067
9,8,0.183206,0.569789
0,3,0.100107,0.316886
9,3,0.177369,0.287238
5,0,0.0571315,0.375937
6,6,0.794914,0.794914
6,6,0.77658,0.77658
6,4,0.334864,0.362832
2,6,0.115843,0.400238
9,0,0.0504596,0.351386
0,8,0.164646,0.376714
1,9,0.432993,0.511758
7,7,0.449605,0.449605
6,6,0.563617,0.563617
7,7,0.632892,0.632892
5,5,0.603895,0.603895
9,9,0.675679,0.675679
1,1,0.807188,0.807188
6,6,0.863883,0.863883
2,6,0.0375511,0.853241
5,3,0.279281,0.632148
5,2,0.162469,0.370844
5,3,0.335332,0.388218
8,1,0.20973,0.342017
5,3,0.367874,0.455375
9,9,0.436361,0.436361
4,0,0.157203,0.220985
6,2,0.189942,0.232505
4,3,0.0659693,0.462058
3,3,0.607332,0.607332
2,3,0.181313,0.260397
0,0,0.770726,0.770726
7,7,0.794914,0.794914
6,6,0.4627,0.4627
2,3,0.213051,0.27213
2,6,0.151442,0.635208
3,5,0.299738,0.45202
9,9,0.423032,0.423032
7,5,0.13328,0.341208
9,6,0.0595952,0.27435
2,6,0.0963472,0.719748
6,3,0.201708,0.257548
7,7,0.949913,0.949913
1,1,0.716113,0.716113
3,3,0.336805,0.336805
6,3,0.0948915,0.589474
6,3,0.306207,0.313454
8,8,0.758444,0.758444
9,0,0.0749342,0.341386
7,7,0.701761,0.701761
5,3,0.257482,0.388406
4,6,0.320772,0.503345
0,0,0.436774,0.436774
8,0,0.14809,0.676558
4,5,0.11902,0.151698
0,0,0.765025,0.765025
9,0,0.0426819,0.350425
3,5,0.312621,0.369305
4,3,0.0918158,0.232336
8,8,0.745756,0.745756
9,9,0.59931,0.59931
6,6,0.452771,0.452771
9,0,0.110065,0.331626
2,2,0.355856,0.355856
6,6,0.352213,0.352213
1,1,0.265986,0.265986
4,0,0.0414009,0.410878
7,6,0.0687046,0.453652
3,3,0.24172,0.24172
5,3,0.217225,0.446396
3,3,0.449885,0.449885
8,9,0.090244,0.209814
5,5,0.565925,0.565925
0,0,0.658319,0.658319
2,3,0.145074,0.384407
1,1,0.500256,0.500256
6,6,0.943772,0.943772
4,3,0.0960532,0.22381
3,3,0.382205,0.382205
3,3,0.550633,0.550633
9,9,0.749322,0.749322
6,6,0.541437,0.541437
9,0,0.0773665,0.514693
8,8,0.539829,0.539829
8,8,0.602551,0.602551
5,5,0.425554,0.425554
8,8,0.233151,0.233151
6,6,0.561578,0.561578
6,5,0.17567,0.245065
2,7,0.0983765,0.346967
1,1,0.491524,0.491524
7,7,0.548955,0.548955
7,7,0.559088,0.559088
1,1,0.58488,0.58488
2,3,0.220705,0.418196
7,7,0.686205,0.686205
9,9,0.596754,0.596754
9,9,0.685724,0.685724
4,7,0.340749,0.368939
4,7,0.336676,0.526785
1,5,0.136726,0.209612
2,8,0.0441915,0.54371
5,3,0.286053,0.302406
6,6,0.776266,0.776266
8,3,0.110371,0.40998
7,3,0.228442,0.281315
6,3,0.196173,0.243498
8,9,0.24638,0.596264
3,3,0.225456,0.225456
0,8,0.165441,0.781069
5,5,0.579348,0.579348
5,5,0.405958,0.405958
3,6,0.0755852,0.741799
0,0,0.246703,0.246703
7,7,0.921745,0.921745
9,8,0.165926,0.275897
1,1,0.249348,0.249348
3,3,0.448887,0.448887
4,2,0.25673,0.284535
4,3,0.139714,0.258239
5,7,0.339972,0.488517
3,3,0.407814,0.407814
9,6,0.200838,0.274539
5,3,0.161653,0.661547
6,4,0.160845,0.467702
9,3,0.225394,0.44159
2,2,0.378577,0.378577
1,1,0.506568,0.506568
1,5,0.0466395,0.539841
4,4,0.243842,0.243842
1,1,0.524735,0.524735
9,9,0.310515,0.310515
4,7,0.2418,0.457794
7,7,0.896001,0.896001
6,6,0.519842,0.519842
3,3,0.661911,0.661911
8,8,0.496759,0.496759
9,7,0.222198,0.476539
0,0,0.801176,0.801176
1,9,0.287218,0.54269
3,3,0.318116,0.318116
6,6,0.761855,0.761855
3,5,0.180639,0.554678
6,3,0.109599,0.363375
3,6,0.287818,0.459325
2,2,0.332312,0.332312
0,1,0.154651,0.467279
3,4,0.147877,0.336381
1,9,0.0501992,0.365573
0,2,0.0546704,0.281665
5,3,0.252885,0.476391
9,7,0.188894,0.239765
6,6,0.729007,0.729007
4,0,0.0721316,0.192635
8,7,0.0247588,0.382773
9,6,0.0701337,0.408044
6,4,0.0526213,0.350765
9,9,0.178297,0.178297
6,5,0.0228911,0.495583
3,3,0.244217,0.244217
0,6,0.0375204,0.441322
3,5,0.302317,0.371696
2,2,0.456985,0.456985
2,2,0.683195,0.683195
7,7,0.920826,0.920826
8,8,0.563128,0.563128
3,3,0.236362,0.236362
8,8,0.579458,0.579458
2,2,0.257042,0.257042
7,7,0.786606,0.786606
5,5,0.334713,0.334713
7,7,0.582182,0.582182
2,0,0.0778366,0.533246
4,3,0.182769,0.271397
8,0,0.127595,0.282221
7,7,0.358326,0.358326
4,6,0.170559,0.448013
2,0,0.28253,0.415382
9,3,0.0735657,0.335762
8,8,0.554495,0.554495
8,8,0.787078,0.787078
6,3,0.219666,0.348528
8,0,0.352178,0.579275
8,8,0.498263,0.498263
7,7,0.568052,0.568052
4,5,0.16839,0.290644
3,3,0.409779,0.409779
3,3,0.323243,0.323243
8,9,0.228905,0.439889
4,5,0.187707,0.285046
9,8,0.218051,0.380329
4,9,0.052801,0.46095
8,0,0.376892,0.543941
8,8,0.54353,0.54353
1,1,0.694119,0.694119
8,0,0.358789,0.407998
2,0,0.165224,0.506635
1,1,0.625656,0.625656
3,3,0.193692,0.193692
6,6,0.573099,0.573099
5,3,0.219915,0.43913
4,5,0.0486841,0.372631
2,0,0.160203,0.602046
7,3,0.271718,0.285189
9,9,0.611417,0.611417
9,1,0.0352886,0.837084
4,2,0.353747,0.384546
1,0,0.0877021,0.367429
4,0,0.191083,0.492644
1,1,0.903462,0.903462
3,5,0.228446,0.326496
2,5,0.0144597,0.777717
7,7,0.685475,0.685475
0,0,0.264805,0.264805
7,7,0.938519,0.938519
9,2,0.0374108,0.228177
7,7,0.625205,0.625205
6,3,0.182289,0.270567
6,6,0.492144,0.492144
2,2,0.223529,0.223529
5,3,0.320818,0.571024
9,9,0.725558,0.725558
2,0,0.15036,0.482443
9,9,0.339366,0.339366
1,1,0.865658,0.865658
2,4,0.347668,0.365019
2,4,0.181127,0.240698
6,6,0.593558,0.593558
8,8,0.516117,0.516117
2,2,0.291844,0.291844
1,1,0.738138,0.738138
3,7,0.206958,0.271201
6,5,0.110589,0.259405
6,1,0.0813355,0.431557
0,0,0.485423,0.485423
1,1,0.850225,0.850225
2,4,0.320057,0.464632
7,3,0.188331,0.220797
0,3,0.142157,0.157546
5,3,0.222505,0.277076
4,4,0.278629,0.278629
6,6,0.595102,0.595102
1,9,0.294626,0.41983
6,6,0.385705,0.385705
4,3,0.0612141,0.361714
0,0,0.533654,0.533654
2,4,0.224427,0.307541
2,3,0.104683,0.443604
6,6,0.349785,0.349785
0,0,0.226038,0.226038
5,6,0.0728999,0.752014
9,9,0.692486,0.692486
1,1,0.464047,0.464047
7,7,0.518497,0.518497
6,6,0.560926,0.560926
7,7,0.386723,0.386723
0,0,0.634099,0.634099
3,3,0.487069,0.487069
9,9,0.329256,0.329256
6,6,0.303182,0.303182
8,8,0.816368,0.816368
3,0,0.196755,0.351853
0,0,0.276386,0.276386
3,7,0.163431,0.215883
4,3,0.0452063,0.273022
7,7,0.623475,0.623475
7,7,0.607647,0.607647
1,6,0.0111327,0.271379
4,4,0.249759,0.249759
7,3,0.045547,0.350005
2,3,0.0859465,0.279722
7,7,0.665659,0.665659
1,1,0.930453,0.930453
4,2,0.188541,0.569925
7,7,0.420601,0.420601
4,7,0.176417,0.320554
4,4,0.314084,0.314084
8,8,0.604616,0.604616
4,4,0.404501,0.404501
7,2,0.0197177,0.536754
7,3,0.0487643,0.237864
5,5,0.471364,0.471364
3,3,0.477303,0.477303
7,7,0.8456,0.8456
2,2,0.401535,0.401535
0,1,0.0476316,0.766551
8,8,0.856475,0.856475
9,3,0.111814,0.258799
5,5,0.435931,0.435931
8,0,0.20599,0.342314
3,1,0.211294,0.266783
6,2,0.0545187,0.257514
2,3,0.125555,0.255158
0,0,0.538348,0.538348
8,8,0.903457,0.903457
7,5,0.27987,0.423527
3,3,0.357576,0.357576
7,7,0.411286,0.411286
6,6,0.928705,0.928705
5,5,0.389828,0.389828
3,0,0.150656,0.393992
1,1,0.796181,0.796181
3,6,0.278953,0.468117
2,3,0.24299,0.381694
2,5,0.047135,0.605677
5,4,0.0262794,0.415199
4,3,0.110124,0.397714
1,0,0.0324057,0.417208
2,7,0.0754243,0.450482
9,7,0.164342,0.38401
2,2,0.326221,0.326221
7,7,0.973476,0.973476
0,0,0.492157,0.492157
7,7,0.908787,0.908787
2,4,0.257739,0.324347
1,1,0.686218,0.686218
3,0,0.106206,0.239595
2,3,0.104613,0.331199
0,0,0.446037,0.446037
2,3,0.183502,0.200451
4,6,0.246579,0.383966
7,5,0.00421566,0.506611
9,9,0.422165,0.422165
8,0,0.313663,0.468268
9,1,0.190271,0.702512
0,0,0.697213,0.697213
7,7,0.310415,0.310415
7,7,0.593608,0.593608
0,0,0.618842,0.618842
7,7,0.648713,0.648713
8,0,0.174235,0.199214
4,7,0.286783,0.41853
6,6,0.714656,0.714656
3,5,0.197618,0.225966
3,3,0.390715,0.390715
0,0,0.842923,0.842923
1,1,0.366641,0.366641
3,3,0.220454,0.220454
7,3,0.0837899,0.473022
0,0,0.589864,0.589864
1,2,0.0754969,0.151107
3,3,0.44138,0.44138
1,1,0.868083,0.868083
4,4,0.245942,0.245942
2,0,0.241567,0.352239
3,5,0.428617,0.505372
8,8,0.922326,0.922326
4,4,0.36244,0.36244
2,5,0.109116,0.436149
3,2,0.0821131,0.253922
7,7,0.744711,0.744711
8,8,0.557783,0.557783
4,3,0.0562314,0.452064
3,0,0.0361204,0.443181
0,2,0.130719,0.260169
9,3,0.139437,0.282119
0,0,0.58894,0.58894
0,8,0.234859,0.540502
1,1,0.421568,0.421568
0,8,0.4288,0.458621
4,6,0.0758435,0.812781
4,3,0.140945,0.285647
6,6,0.928779,0.928779
7,3,0.218002,0.275824
6,3,0.0135787,0.514016
1,7,0.238238,0.406412
1,1,0.757634,0.757634
3,6,0.285598,0.294363
7,3,0.0630174,0.291696
3,5,0.310109,0.392961
5,5,0.63738,0.63738
2,5,0.184625,0.259777
6,3,0.116306,0.318749
6,6,0.944961,0.944961
5,5,0.416117,0.416117
8,8,0.447075,0.447075
7,3,0.0594045,0.339856
1,1,0.572262,0.572262
6,6,0.357558,0.357558
8,8,0.451895,0.451895
8,8,0.548721,0.548721
5,5,0.456576,0.456576
3,3,0.594952,0.594952
0,3,0.0383454,0.352367
4,5,0.154524,0.418229
0,0,0.416787,0.416787
1,9,0.275008,0.403653
3,5,0.189421,0.206157
8,0,0.421684,0.467404
8,8,0.566483,0.566483
0,4,0.0153494,0.366905
6,6,0.659496,0.659496
9,9,0.766911,0.766911
9,3,0.0490637,0.484288
9,6,0.0938399,0.182353
5,1,0.10378,0.374207
5,3,0.424329,0.495411
8,6,0.127764,0.303515
6,3,0.116326,0.400287
0,0,0.555549,0.555549
0,8,0.406302,0.579338
4,4,0.304425,0.304425
2,2,0.318359,0.318359
3,3,0.425997,0.425997
2,5,0.104074,0.434181
7,7,0.974038,0.974038
2,3,0.089846,0.681069
2,5,0.206395,0.35821
5,5,0.487044,0.487044
9,3,0.0515299,0.243374
8,8,0.245016,0.245016
9,9,0.643997,0.643997
1,7,0.0047422,0.583589
7,7,0.896169,0.896169
4,4,0.563562,0.563562
0,0,0.422267,0.422267
3,5,0.360026,0.569579
0,0,0.598847,0.598847
1,1,0.329738,0.329738
3,3,0.491037,0.491037
8,1,0.354606,0.437318
3,3,0.313358,0.313358
9,9,0.518305,0.518305
6,6,0.432175,0.432175
1,1,0.329188,0.329188
4,4,0.370395,0.370395
7,7,0.535921,0.535921
0,0,0.466655,0.466655
3,6,0.180291,0.265664
7,7,0.778852,0.778852
8,8,0.617982,0.617982
9,9,0.659411,0.659411
1,3,0.0891032,0.267159
1,1,0.844831,0.844831
6,6,0.450086,0.450086
6,3,0.0828297,0.327774
6,3,0.107258,0.271795
6,6,0.386861,0.386861
9,9,0.587975,0.587975
1,1,0.621701,0.621701
9,9,0.626132,0.626132
9,9,0.520328,0.520328
4,4,0.319253,0.319253
2,3,0.0934903,0.266933
1,1,0.8132,0.8132
7,0,0.0370114,0.471628
0,0,0.716763,0.716763
6,6,0.395821,0.395821
8,0,0.472942,0.49447
1,1,0.408283,0.408283
9,9,0.594543,0.594543
2,5,0.103518,0.245053
9,0,0.150678,0.266827
0,5,0.00197772,0.532322
4,7,0.244415,0.35718
7,7,0.626135,0.626135
8,8,0.740295,0.740295
3,3,0.452406,0.452406
